pid,jobs_completed_early,early_feedback_density,mean_gap_min,jobs_started_early,session_len_sum_early,session_len_max_early,jobs_exited_early,credit_mean_early,level_prog_mean_early,session_len_at_completion_mean,campaign_prog_mean,exit_rate_early,retention_7d,retention_14d,retention_30d,early_feedback_density_log
p6957,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,1,1,1,0.0165293019512106
p6959,1,0.0166666666666667,,1,0,0,1,150,1,4.9225,0.02631579,1,1,1,1,0.0165293019512106
p696,1,0.0166666666666667,,2,12,11,2,150,0.0009734736,11,0.02631579,1,0,0,0,0.0165293019512106
p6960,1,0.0166666666666667,,1,1,1,1,150,1,6,0.02631579,1,0,0,0,0.0165293019512106
p6961,3,0.05,23.2,4,119,55,3,475,0,38.3333333333333,0.0526315783333333,0.75,0,0,0,0.048790164169432
p6962,1,0.0166666666666667,,2,7,7,2,151.5,0.0028358095,6,0.02631579,1,0,0,0,0.0165293019512106
p6963,1,0.0166666666666667,,2,9,8,2,175.5,0.066402935,7,0.02631579,1,1,1,1,0.0165293019512106
p6964,1,0.0166666666666667,,2,22,20,1,150,0,19,0.02631579,0.5,1,0,0,0.0165293019512106
p6965,1,0.0166666666666667,,2,8,8,2,241,0.24528205,7,0.02631579,1,1,1,1,0.0165293019512106
p6966,1,0.0166666666666667,,2,6,5,1,150,0,5,0.02631579,0.5,0,0,0,0.0165293019512106
p6967,1,0.0166666666666667,,2,11,9,2,140,0.325280935,8,0.02631579,1,0,0,0,0.0165293019512106
p6968,1,0.0166666666666667,,2,17,14,1,150,0,12,0.02631579,0.5,1,1,1,0.0165293019512106
p6969,11,0.183333333333333,5.15666666666667,6,151.280000000001,55,6,8260.32948996292,0,36.8181818181818,0.129561403322221,0.916666666666667,1,1,1,0.168335314819215
p697,1,0.0166666666666667,,2,25,19,1,150,0,16,0.02631579,0.5,1,1,1,0.0165293019512106
p6970,1,0.0166666666666667,,1,1,1,1,150,1,6,0.02631579,1,0,0,0,0.0165293019512106
p6971,1,0.0166666666666667,,2,11,11,2,183,0.1948051,11,0.02631579,1,1,1,1,0.0165293019512106
p6972,1,0.0166666666666667,,2,71,38,1,150,0,38,0.02631579,0.5,0,0,0,0.0165293019512106
p6973,1,0.0166666666666667,,2,11,9,2,182.5,0.3121852,8,0.02631579,1,1,1,1,0.0165293019512106
p6974,2,0.0333333333333333,48.4833333333333,3,62,55,2,330,0,30.5,0.039473685,0.666666666666667,1,0,0,0.0327898228229909
p6975,1,0.0166666666666667,,2,12,11,2,209,0.15413563,11,0.02631579,1,0,0,0,0.0165293019512106
p6976,1,0.0166666666666667,,2,10,8,2,173.5,0.117412575,7,0.02631579,1,1,1,0,0.0165293019512106
p6977,1,0.0166666666666667,,1,0,0,1,150,1,5,0.02631579,1,1,1,1,0.0165293019512106
p6978,1,0.0166666666666667,,2,7,7,2,153.5,0.004251862,6,0.02631579,1,1,1,1,0.0165293019512106
p698,1,0.0166666666666667,,2,14,13,2,250,0.39639785,11,0.02631579,1,0,0,0,0.0165293019512106
p6980,3,0.05,6.125,4,33,15,4,530.25,0.04888121,10.3333333333333,0.0526315783333333,1,1,1,1,0.048790164169432
p6981,2,0.0333333333333333,42.9333333333333,3,56,49,2,170,0,26.5,0.039473685,0.666666666666667,0,0,0,0.0327898228229909
p6982,3,0.05,19.9333333333333,4,107,49,3,475,0,34.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p6983,1,0.0166666666666667,,1,2,2,1,150,1,6,0.02631579,1,0,0,0,0.0165293019512106
p6984,1,0.0166666666666667,,2,12,9,1,150,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p6986,0,0,,1,2,2,0,,,,,0,1,1,0,0
p6987,3,0.05,23.6333333333333,4,113,55,3,475,0,36.6666666666667,0.0526315783333333,0.75,0,0,0,0.048790164169432
p6988,3,0.05,24.0083333333333,4,85,57,4,227,0.05074007,27.3333333333333,0.0526315783333333,1,1,1,1,0.048790164169432
p6989,1,0.0166666666666667,,2,7,7,2,184.5,0.045014395,7,0.02631579,1,0,0,0,0.0165293019512106
p699,1,0.0166666666666667,,2,9,8,2,165,0.1349449,7,0.02631579,1,1,1,1,0.0165293019512106
p6990,2,0.0333333333333333,47.1666666666667,3,72,58,2,375,0,34,0.039473685,0.666666666666667,0,0,0,0.0327898228229909
p6991,3,0.05,26.1166666666667,3,66,57,2,375,0,41,0.0526315783333333,0.666666666666667,1,1,1,0.048790164169432
p6992,3,0.05,24.1,4,118,56,3,475,0,38.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p6993,3,0.05,22.775,4,112,53,3,475,0,35.6666666666667,0.0526315783333333,0.75,1,0,0,0.048790164169432
p6994,1,0.0166666666666667,,2,14,10,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p6995,1,0.0166666666666667,,2,8,7,2,178,0.061487485,6,0.02631579,1,0,0,0,0.0165293019512106
p6996,1,0.0166666666666667,,2,9,8,2,150,0,8,0.02631579,1,0,0,0,0.0165293019512106
p6997,0,0,,1,0,0,1,0,0.06495207,,,1,0,0,0,0
p6998,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p7,1,0.0166666666666667,,2,10,9,2,190,0.057173055,9,0.02631579,1,1,1,1,0.0165293019512106
p70,0,0,,1,38,38,1,0,0,,,1,1,1,0,0
p700,1,0.0166666666666667,,2,8,7,1,150,0,7,0.02631579,0.5,1,1,1,0.0165293019512106
p7000,0,0,,1,1,1,1,3.5,0.2014645,,,1,0,0,0,0
p7002,3,0.05,21.05,4,103,49,3,458.333333333333,0,33.3333333333333,0.0526315783333333,0.75,1,0,0,0.048790164169432
p7003,1,0.0166666666666667,,2,6,6,2,181.5,0.17879005,5,0.02631579,1,0,0,0,0.0165293019512106
p7004,2,0.0333333333333333,41.2333333333333,3,59,50,3,482.666666666667,0.10745558,28.5,0.039473685,1,1,1,1,0.0327898228229909
p7005,1,0.0166666666666667,,2,15,13,1,150,0,12,0.02631579,0.5,1,1,1,0.0165293019512106
p7006,2,0.0333333333333333,47.25,2,8,7,1,150,0,29.5,0.039473685,0.5,1,0,0,0.0327898228229909
p7007,2,0.0333333333333333,16.25,3,36,22,3,235.666666666667,0.0689875533333333,16,0.039473685,1,0,0,0,0.0327898228229909
p7008,2,0.0333333333333333,48.8666666666667,2,14,11,1,150,0,34.5,0.039473685,0.5,0,0,0,0.0327898228229909
p7009,2,0.0333333333333333,50.1833333333333,2,8,7,2,375,0.5,32,0.039473685,1,1,1,1,0.0327898228229909
p701,0,0,,1,0,0,1,2,0.1315205,,,1,0,0,0,0
p7010,2,0.0333333333333333,11.7666666666667,3,38,24,3,161.083333333333,0.026256619,18,0.02631579,1,0,0,0,0.0327898228229909
p7011,1,0.0166666666666667,,1,0,0,1,150,1,7,0.02631579,1,1,1,1,0.0165293019512106
p7014,0,0,,1,0,0,1,201,0.6208783,,,1,0,0,0,0
p7015,3,0.05,22.7166666666667,4,105,51,3,365,0,34.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p7016,2,0.0333333333333333,51.1333333333333,3,65,58,2,375,0,32.5,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p7017,1,0.0166666666666667,,2,10,8,2,254.5,0.23340729,7,0.02631579,1,1,1,1,0.0165293019512106
p7018,1,0.0166666666666667,,2,16,14,1,15,,14,0,0.5,1,1,1,0.0165293019512106
p7019,1,0.0166666666666667,,1,2,2,1,150,1,9,0.02631579,1,1,1,1,0.0165293019512106
p702,0,0,,1,0,0,0,,,,,0,1,1,1,0
p7020,3,0.05,24.6083333333333,4,120,57,3,475,0,39,0.0526315783333333,0.75,0,0,0,0.048790164169432
p7021,2,0.0333333333333333,6.55,2,12,11,2,90,0.5,13.5,0.013157895,1,0,0,0,0.0327898228229909
p7022,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p7023,1,0.0166666666666667,,2,17,14,1,150,0,13,0.02631579,0.5,0,0,0,0.0165293019512106
p7024,1,0.0166666666666667,,2,10,9,2,133.5,0.0278885865,7,0.02631579,1,1,1,1,0.0165293019512106
p7025,1,0.0166666666666667,,2,11,9,2,286,0.3666227,9,0.02631579,1,1,1,1,0.0165293019512106
p7026,1,0.0166666666666667,,1,1,1,1,150,1,8,0.02631579,1,0,0,0,0.0165293019512106
p7027,1,0.0166666666666667,,2,10,9,2,105,0.015811685,7,0.02631579,1,1,0,0,0.0165293019512106
p7028,2,0.0333333333333333,35.05,3,51,41,3,261.666666666667,0.2350117,25.5,0.039473685,1,0,0,0,0.0327898228229909
p7029,1,0.0166666666666667,,2,16,14,2,176.5,0.06667377,13,0.02631579,1,1,1,1,0.0165293019512106
p703,3,0.05,21.225,4,73,50,4,334,0.0542221325,24.3333333333333,0.0526315783333333,1,0,0,0,0.048790164169432
p7030,1,0.0166666666666667,,2,17,16,2,152.5,0.03595456,15,0.02631579,1,0,0,0,0.0165293019512106
p7032,1,0.0166666666666667,,3,16,12,2,304.5,0.38734165,11,0.02631579,0.666666666666667,1,1,1,0.0165293019512106
p7033,1,0.0166666666666667,,2,21,18,1,150,0,16,0.02631579,0.5,0,0,0,0.0165293019512106
p7034,1,0.0166666666666667,,2,11,10,2,17,0.051958233,9,0,1,1,1,0,0.0165293019512106
p7035,1,0.0166666666666667,,2,13,10,1,60,0,9,0.02631579,0.5,1,1,0,0.0165293019512106
p7036,1,0.0166666666666667,,2,11,10,2,302,0.39709215,9,0.02631579,1,1,1,0,0.0165293019512106
p7037,1,0.0166666666666667,,2,9,8,2,82,0.15868545,7,0.02631579,1,0,0,0,0.0165293019512106
p7038,2,0.0333333333333333,37.2833333333333,2,8,7,2,375,0.5,24.5,0.039473685,1,1,1,1,0.0327898228229909
p7039,3,0.05,21.45,4,102,49,3,475,0,33,0.0526315783333333,0.75,1,1,1,0.048790164169432
p704,1,0.0166666666666667,,2,16,14,1,150,0,14,0.02631579,0.5,0,0,0,0.0165293019512106
p7041,2,0.0333333333333333,44.1666666666667,2,12,11,2,112.5,0.5,31,0.039473685,1,1,1,1,0.0327898228229909
p7042,1,0.0166666666666667,,2,13,12,1,150,0,11,0.02631579,0.5,1,1,1,0.0165293019512106
p7043,1,0.0166666666666667,,2,9,8,2,284.5,0.3661162,7,0.02631579,1,0,0,0,0.0165293019512106
p7044,3,0.05,21.9916666666667,4,104,50,3,475,0,33.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p7045,3,0.05,22.1166666666667,4,113,52,3,475,0,35.3333333333333,0.0526315783333333,0.75,1,1,0,0.048790164169432
p7047,2,0.0333333333333333,8.38333333333333,2,32,19,2,597.5,0,14.5,0.0657894725,1,1,1,0,0.0327898228229909
p7048,1,0.0166666666666667,,2,11,8,2,236,0.22118095,8,0.02631579,1,1,0,0,0.0165293019512106
p7049,1,0.0166666666666667,,2,11,11,2,162,0.05357303,11,0.02631579,1,1,1,1,0.0165293019512106
p705,1,0.0166666666666667,,2,8,7,1,150,0,6,0.02631579,0.5,1,1,1,0.0165293019512106
p7050,1,0.0166666666666667,,2,12,10,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p7051,2,0.0333333333333333,41.4833333333333,3,65,53,2,375,0,30,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p7052,1,0.0166666666666667,,2,8,7,2,132.5,0.057768965,7,0.02631579,1,1,1,1,0.0165293019512106
p7053,1,0.0166666666666667,,2,15,14,1,150,0,14,0.02631579,0.5,0,0,0,0.0165293019512106
p7054,1,0.0166666666666667,,2,25,22,1,150,0,10,0.02631579,0.5,0,0,0,0.0165293019512106
p7055,1,0.0166666666666667,,2,32,31,1,150,0,15,0.02631579,0.5,0,0,0,0.0165293019512106
p7056,3,0.05,24.9,4,120,57,3,475,0,39,0.0526315783333333,0.75,1,1,1,0.048790164169432
p7057,0,0,,2,7,6,2,254.5,0.2925452,,,1,1,1,0,0
p7058,1,0.0166666666666667,,2,12,10,1,125,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p7059,1,0.0166666666666667,,2,11,10,2,166.5,0.047185765,9,0.02631579,1,0,0,0,0.0165293019512106
p706,2,0.0333333333333333,45.75,3,60,52,3,450,0,28.5,0.039473685,1,0,0,0,0.0327898228229909
p7060,2,0.0333333333333333,47.9166666666667,3,76,59,2,225,0,35,0.039473685,0.666666666666667,1,1,0,0.0327898228229909
p7061,1,0.0166666666666667,,1,0,0,1,150,1,7,0.02631579,1,0,0,0,0.0165293019512106
p7062,1,0.0166666666666667,,2,10,9,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p7063,2,0.0333333333333333,14.8166666666667,3,42,25,3,233,0.06687886,20.5,0.039473685,1,0,0,0,0.0327898228229909
p7064,1,0.0166666666666667,,2,8,8,1,150,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p7066,1,0.0166666666666667,,2,16,10,1,150,0,10,0.02631579,0.5,1,1,0,0.0165293019512106
p7067,2,0.0333333333333333,14.7666666666667,2,12,11,2,57.5,1,17.5,0.02631579,1,0,0,0,0.0327898228229909
p7068,0,0,,1,1,1,1,174.75,0.91230994,,,1,1,1,1,0
p7069,1,0.0166666666666667,,2,11,9,2,175.5,0.08698629,8,0.02631579,1,0,0,0,0.0165293019512106
p707,1,0.0166666666666667,,2,17,15,1,35,0,13,0.02631579,0.5,1,1,1,0.0165293019512106
p7070,2,0.0333333333333333,51.7166666666667,2,9,8,1,150,0,33,0.039473685,0.5,1,1,1,0.0327898228229909
p7071,1,0.0166666666666667,,2,15,13,1,60,0,11,0.02631579,0.5,0,0,0,0.0165293019512106
p7072,1,0.0166666666666667,,2,11,10,2,180,0.1803993,10,0.02631579,1,0,0,0,0.0165293019512106
p7074,1,0.0166666666666667,,2,8,7,2,211.5,0.149701135,6,0.02631579,1,0,0,0,0.0165293019512106
p7075,0,0,,1,2,2,0,,,,,0,1,1,1,0
p7076,1,0.0166666666666667,,2,11,9,2,236,0.20656346,9,0.02631579,1,0,0,0,0.0165293019512106
p7077,2,0.0333333333333333,12.3166666666667,3,25,16,3,229.666666666667,0.06709621,13,0.039473685,1,0,0,0,0.0327898228229909
p7078,1,0.0166666666666667,,2,37,24,2,161,0.118123525,23,0.02631579,1,0,0,0,0.0165293019512106
p7079,1,0.0166666666666667,,2,15,12,1,15,,11,0,0.5,1,1,1,0.0165293019512106
p708,1,0.0166666666666667,,2,21,20,2,15,0.508016171,19,0,1,0,0,0,0.0165293019512106
p7080,3,0.05,19.3,4,101,47,3,475,0,32.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p7082,1,0.0166666666666667,,2,14,13,1,0,0,12,0.02631579,0.5,1,1,0,0.0165293019512106
p7083,1,0.0166666666666667,,2,6,6,1,150,0,6,0.02631579,0.5,1,1,1,0.0165293019512106
p7084,2,0.0333333333333333,13.4,3,35,23,2,90,0,16,0.013157895,0.666666666666667,0,0,0,0.0327898228229909
p7085,1,0.0166666666666667,,2,14,12,2,117.5,0.093921885,12,0.02631579,1,0,0,0,0.0165293019512106
p7086,1,0.0166666666666667,,2,7,6,1,150,0,6,0.02631579,0.5,1,1,1,0.0165293019512106
p7087,1,0.0166666666666667,,2,20,18,1,150,0,18,0.02631579,0.5,0,0,0,0.0165293019512106
p7088,1,0.0166666666666667,,2,13,11,1,150,0,11,0.02631579,0.5,1,0,0,0.0165293019512106
p7089,0,0,,1,3,3,0,,,,,0,1,1,1,0
p709,1,0.0166666666666667,,2,14,13,2,158,0.046622623,11,0.02631579,1,0,0,0,0.0165293019512106
p7090,1,0.0166666666666667,,2,26,16,2,301,0.413868425,15,0.02631579,1,1,1,1,0.0165293019512106
p7091,2,0.0333333333333333,42.4333333333333,2,11,9,2,337.5,0.5,29.5,0.039473685,1,1,0,0,0.0327898228229909
p7092,1,0.0166666666666667,,2,10,9,1,150,0,7,0.02631579,0.5,1,1,1,0.0165293019512106
p7093,1,0.0166666666666667,,2,2,2,2,329,0.9617902,7,0.02631579,1,0,0,0,0.0165293019512106
p7094,1,0.0166666666666667,,2,11,9,1,150,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p7095,1,0.0166666666666667,,2,16,14,1,150,0,11,0.02631579,0.5,0,0,0,0.0165293019512106
p7096,1,0.0166666666666667,,2,12,11,2,114,0.17509252,10,0.02631579,1,0,0,0,0.0165293019512106
p7097,1,0.0166666666666667,,2,14,12,1,150,0,12,0.02631579,0.5,1,1,1,0.0165293019512106
p7098,1,0.0166666666666667,,2,29,25,2,159.5,0.0281589775,24,0.02631579,1,1,1,1,0.0165293019512106
p7099,1,0.0166666666666667,,2,19,14,2,150,0,13,0.02631579,1,0,0,0,0.0165293019512106
p71,1,0.0166666666666667,,2,44,43,1,150,0,41.3333333333333,0.02631579,0.5,0,0,0,0.0165293019512106
p710,1,0.0166666666666667,,1,7,7,2,127,0.284219025,6,0.02631579,2,0,0,0,0.0165293019512106
p7100,1,0.0166666666666667,,2,16,13,1,10,0,11,0.02631579,0.5,1,1,1,0.0165293019512106
p7101,1,0.0166666666666667,,2,53,52,1,150,0,13,0.02631579,0.5,1,1,1,0.0165293019512106
p7102,3,0.05,19.525,4,94,45,3,475,0,30.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p7103,1,0.0166666666666667,,2,48,27,1,150,0,27,0.02631579,0.5,1,1,1,0.0165293019512106
p7104,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p7105,2,0.0333333333333333,53.0666666666667,3,66,59,2,375,0,32.5,0.039473685,0.666666666666667,1,1,0,0.0327898228229909
p7106,1,0.0166666666666667,,1,1,1,2,76,0.55720365,5,0.02631579,2,0,0,0,0.0165293019512106
p7107,1,0.0166666666666667,,1,1,1,1,150,1,6,0.02631579,1,0,0,0,0.0165293019512106
p7108,1,0.0166666666666667,,3,17,12,3,50,0,11,0.02631579,1,1,1,1,0.0165293019512106
p7109,2,0.0333333333333333,41.0833333333333,3,9,8,2,330,0.5,28,0.039473685,0.666666666666667,0,0,0,0.0327898228229909
p711,1,0.0166666666666667,,2,21,18,1,150,0,15,0.02631579,0.5,1,1,1,0.0165293019512106
p7110,1,0.0166666666666667,,2,16,14,1,150,0,14,0.02631579,0.5,1,1,1,0.0165293019512106
p7111,1,0.0166666666666667,,2,9,8,2,250.5,0.17623259,8,0.02631579,1,0,0,0,0.0165293019512106
p7112,1,0.0166666666666667,,2,11,9,1,150,0,8,0.02631579,0.5,1,1,0,0.0165293019512106
p7113,1,0.0166666666666667,,1,2,2,1,150,1,5,0.02631579,1,0,0,0,0.0165293019512106
p7114,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p7115,1,0.0166666666666667,,1,2,2,1,150,1,19,0.02631579,1,0,0,0,0.0165293019512106
p7116,3,0.05,22.9666666666667,4,126,57,3,338.333333333333,0,40.3333333333333,0.0526315783333333,0.75,0,0,0,0.048790164169432
p7117,2,0.0333333333333333,46.55,2,8,7,2,330,0.5,29.5,0.039473685,1,1,1,1,0.0327898228229909
p7118,3,0.05,19.55,4,65,46,4,355,0.05154084,21.3333333333333,0.0526315783333333,1,1,1,1,0.048790164169432
p7119,2,0.0333333333333333,43.8666666666667,2,10,9,2,362.5,0.5,31,0.039473685,1,1,0,0,0.0327898228229909
p712,3,0.05,24.7083333333333,4,120,57,3,415,0,39,0.0526315783333333,0.75,1,1,1,0.048790164169432
p7120,1,0.0166666666666667,,2,18,17,2,44.625,0.10320107,16,0,1,0,0,0,0.0165293019512106
p7121,2,0.0333333333333333,33.9833333333333,2,11,8,2,375,0.5,25,0.039473685,1,1,1,1,0.0327898228229909
p7122,1,0.0166666666666667,,2,11,10,1,150,0,9,0.02631579,0.5,1,0,0,0.0165293019512106
p7124,3,0.05,15.7666666666667,4,74,41,4,220.25,0.1538167,23.6666666666667,0.02631579,1,1,0,0,0.048790164169432
p7125,1,0.0166666666666667,,2,13,13,2,159,0.0195575485,13,0.02631579,1,0,0,0,0.0165293019512106
p7126,1,0.0166666666666667,,1,4,4,1,15,1,12,0,1,1,1,0,0.0165293019512106
p7127,1,0.0166666666666667,,2,22,20,1,15,,19,0,0.5,0,0,0,0.0165293019512106
p7128,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,1,0,0,0.0165293019512106
p713,1,0.0166666666666667,,2,12,10,2,175.5,0.051054475,9,0.02631579,1,1,1,1,0.0165293019512106
p7130,1,0.0166666666666667,,1,7,7,1,150,0,7,0.02631579,1,1,1,1,0.0165293019512106
p7131,1,0.0166666666666667,,2,15,14,1,150,0,13,0.02631579,0.5,0,0,0,0.0165293019512106
p7133,1,0.0166666666666667,,1,1,1,1,150,1,6,0.02631579,1,1,1,1,0.0165293019512106
p7134,1,0.0166666666666667,,2,17,15,2,201,0.18819415,14,0.02631579,1,1,1,1,0.0165293019512106
p7135,2,0.0333333333333333,6.98333333333333,3,37,20,2,90,0,15.5,0.013157895,0.666666666666667,0,0,0,0.0327898228229909
p7136,1,0.0166666666666667,,2,12,10,1,150,0,10,0.02631579,0.5,1,1,0,0.0165293019512106
p7137,3,0.05,14.3583333333333,5,129,42,4,161.25,0.5,26.6666666666667,0.02631579,0.8,1,1,0,0.048790164169432
p7138,1,0.0166666666666667,,2,10,9,2,175.5,0.103324065,9,0.02631579,1,0,0,0,0.0165293019512106
p7139,1,0.0166666666666667,,2,11,10,1,150,0,10,0.02631579,0.5,1,0,0,0.0165293019512106
p714,1,0.0166666666666667,,2,31,30,1,150,0,30,0.02631579,0.5,1,1,1,0.0165293019512106
p7140,0,0,,1,3,3,1,5,0.21183522,,,1,0,0,0,0
p7141,1,0.0166666666666667,,2,16,15,1,150,0,13,0.02631579,0.5,1,1,0,0.0165293019512106
p7142,3,0.05,26.1916666666667,3,67,58,2,330,0,41,0.0526315783333333,0.666666666666667,1,0,0,0.048790164169432
p7143,1,0.0166666666666667,,2,13,11,1,150,0,11,0.02631579,0.5,1,1,0,0.0165293019512106
p7144,1,0.0166666666666667,,2,13,11,1,150,0,10,0.02631579,0.5,1,1,1,0.0165293019512106
p7145,1,0.0166666666666667,,2,11,10,2,191,0.41410935,9,0.02631579,1,1,1,1,0.0165293019512106
p7146,3,0.05,16.8,4,81,39,3,475,0,26,0.0526315783333333,0.75,0,0,0,0.048790164169432
p7147,1,0.0166666666666667,,2,10,9,1,150,0,6,0.02631579,0.5,1,1,1,0.0165293019512106
p7148,3,0.05,20.5166666666667,3,56,47,3,348.333333333333,0.333333333333333,34,0.0526315783333333,1,1,0,0,0.048790164169432
p7149,1,0.0166666666666667,,2,11,9,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p715,1,0.0166666666666667,,2,7,6,2,188,0.202410085,5,0.02631579,1,0,0,0,0.0165293019512106
p7150,1,0.0166666666666667,,2,7,7,2,210,0.21056117,6,0.02631579,1,1,1,1,0.0165293019512106
p7151,1,0.0166666666666667,,2,28,24,1,60,0,19,0.02631579,0.5,1,1,1,0.0165293019512106
p7152,1,0.0166666666666667,,2,19,16,1,150,0,13,0.02631579,0.5,1,1,1,0.0165293019512106
p7153,0,0,,1,1,1,1,8,0.117146604,,,1,1,1,1,0
p7154,1,0.0166666666666667,,2,11,10,2,223.5,0.148302285,9,0.02631579,1,1,1,1,0.0165293019512106
p7156,1,0.0166666666666667,,1,0,0,1,150,1,8,0.02631579,1,0,0,0,0.0165293019512106
p7157,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p7158,1,0.0166666666666667,,2,16,12,1,150,0,11,0.02631579,0.5,1,1,1,0.0165293019512106
p7159,2,0.0333333333333333,14.3333333333333,2,22,18,2,117.5,1,20.5,0.02631579,1,1,1,1,0.0327898228229909
p716,1,0.0166666666666667,,2,6,6,2,193.5,0.113139725,5,0.02631579,1,0,0,0,0.0165293019512106
p7160,2,0.0333333333333333,41.6833333333333,3,56,48,2,375,0,26.5,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p7161,3,0.05,17.1666666666667,4,86,41,3,475,0,28.3333333333333,0.0526315783333333,0.75,1,1,0,0.048790164169432
p7162,1,0.0166666666666667,,1,1,1,1,15,1,12,0,1,1,1,1,0.0165293019512106
p7163,1,0.0166666666666667,,2,15,13,2,242.5,0.31667018,12,0.02631579,1,0,0,0,0.0165293019512106
p7164,0,0,,1,1,1,1,1,0.27552313,,,1,0,0,0,0
p7165,1,0.0166666666666667,,2,8,7,2,258,0.23362459,7,0.02631579,1,1,1,1,0.0165293019512106
p7166,3,0.05,16.375,4,83,39,3,475,0,27,0.0526315783333333,0.75,1,1,1,0.048790164169432
p7167,1,0.0166666666666667,,1,14,14,2,271,0.30610425,13,0.02631579,2,0,0,0,0.0165293019512106
p7168,1,0.0166666666666667,,2,34,26,1,150,0,26,0.02631579,0.5,1,1,0,0.0165293019512106
p7169,3,0.05,21.2833333333333,4,103,49,3,475,0,33.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p717,1,0.0166666666666667,,2,27,26,1,150,0,25,0.02631579,0.5,0,0,0,0.0165293019512106
p7170,3,0.05,23.125,4,126,58,3,335,0,39.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p7171,1,0.0166666666666667,,1,0,0,1,150,1,5,0.02631579,1,0,0,0,0.0165293019512106
p7172,0,0,,1,1,1,0,,,,,0,1,1,0,0
p7173,2,0.0333333333333333,50.0166666666667,2,10,8,2,312.5,0.5,33,0.039473685,1,0,0,0,0.0327898228229909
p7175,1,0.0166666666666667,,2,11,10,2,17.5,0.037597155,9,0,1,0,0,0,0.0165293019512106
p7176,1,0.0166666666666667,,2,13,11,2,207.5,0.18494433,11,0.02631579,1,0,0,0,0.0165293019512106
p7177,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p7178,1,0.0166666666666667,,1,0,0,1,150,1,17,0.02631579,1,1,1,1,0.0165293019512106
p718,1,0.0166666666666667,,3,34,21,3,172.083333333333,0.2922135,11,0.02631579,1,0,0,0,0.0165293019512106
p7180,1,0.0166666666666667,,2,21,18,1,150,0,16,0.02631579,0.5,0,0,0,0.0165293019512106
p7181,1,0.0166666666666667,,2,58,32,1,150,0,31,0.02631579,0.5,1,1,1,0.0165293019512106
p7182,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p7183,2,0.0333333333333333,6.53333333333333,3,45,26,2,90,0,19,0.013157895,0.666666666666667,0,0,0,0.0327898228229909
p7184,0,0,,1,1,1,1,11,0.3856784,,,1,0,0,0,0
p7185,1,0.0166666666666667,,2,15,13,2,205.5,0.1514039,12,0.02631579,1,0,0,0,0.0165293019512106
p7186,2,0.0333333333333333,37.5166666666667,3,53,43,3,314.333333333333,0.201207066666667,27.5,0.039473685,1,1,1,0,0.0327898228229909
p7187,1,0.0166666666666667,,2,11,11,2,177,0.057536255,10,0.02631579,1,1,1,1,0.0165293019512106
p7188,1,0.0166666666666667,,2,13,12,2,103.5,0.132182375,11,0.02631579,1,0,0,0,0.0165293019512106
p719,1,0.0166666666666667,,2,13,12,1,150,0,12,0.02631579,0.5,1,1,1,0.0165293019512106
p7190,1,0.0166666666666667,,2,5,5,2,106,0.277653635,4.9225,0.02631579,1,1,1,1,0.0165293019512106
p7191,1,0.0166666666666667,,1,2,2,1,150,1,8,0.02631579,1,1,1,1,0.0165293019512106
p7192,4,0.0666666666666667,14.85,5,122,47,4,743.75,0,30.25,0.06578947375,0.8,0,0,0,0.0645385211375712
p7193,3,0.05,19.0916666666667,3,47,41,3,475,0.333333333333333,29.3333333333333,0.0526315783333333,1,0,0,0,0.048790164169432
