pid,jobs_completed_early,early_feedback_density,mean_gap_min,jobs_started_early,session_len_sum_early,session_len_max_early,jobs_exited_early,credit_mean_early,level_prog_mean_early,session_len_at_completion_mean,campaign_prog_mean,exit_rate_early,retention_7d,retention_14d,retention_30d,early_feedback_density_log
p2329,2,0.0333333333333333,48.6,3,72,59,2,292.5,0,34,0.039473685,0.666666666666667,0,0,0,0.0327898228229909
p233,1,0.0166666666666667,,2,11,10,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p2330,3,0.05,21.3583333333333,4,107,50,3,475,0,35,0.0526315783333333,0.75,1,1,1,0.048790164169432
p2331,2,0.0333333333333333,5.8,3,23,14,2,90,0,10,0.013157895,0.666666666666667,1,1,0,0.0327898228229909
p2332,1,0.0166666666666667,,2,14,13,1,150,0,12,0.02631579,0.5,0,0,0,0.0165293019512106
p2333,2,0.0333333333333333,49.5166666666667,2,11,10,1,150,0,34,0.039473685,0.5,1,1,1,0.0327898228229909
p2334,2,0.0333333333333333,49.8666666666667,2,8,7,2,375,0.5,31,0.039473685,1,1,1,1,0.0327898228229909
p2335,1,0.0166666666666667,,2,10,9,2,151,0.016516473,9,0.02631579,1,1,0,0,0.0165293019512106
p2336,1,0.0166666666666667,,2,7,7,2,246,0.206749705,7,0.02631579,1,0,0,0,0.0165293019512106
p2337,1,0.0166666666666667,,2,8,8,1,150,0,7,0.02631579,0.5,1,0,0,0.0165293019512106
p2338,1,0.0166666666666667,,2,9,8,2,240.5,0.28012635,7,0.02631579,1,1,1,1,0.0165293019512106
p2339,3,0.05,16.7583333333333,4,87,40,3,441.666666666667,0,28,0.0526315783333333,0.75,0,0,0,0.048790164169432
p234,1,0.0166666666666667,,2,11,10,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p2340,1,0.0166666666666667,,2,28,27,1,100,0,12,0.02631579,0.5,0,0,0,0.0165293019512106
p2341,1,0.0166666666666667,,2,17,14,1,150,0,14,0.02631579,0.5,0,0,0,0.0165293019512106
p2342,1,0.0166666666666667,,1,1,1,1,150,1,12,0.02631579,1,0,0,0,0.0165293019512106
p2343,1,0.0166666666666667,,2,11,10,1,150,0,10,0.02631579,0.5,0,0,0,0.0165293019512106
p2344,0,0,,1,1,1,1,0,0.17760567,,,1,0,0,0,0
p2345,1,0.0166666666666667,,2,10,9,1,125,0,7,0.02631579,0.5,0,0,0,0.0165293019512106
p2346,1,0.0166666666666667,,2,23,21,1,150,0,19,0.02631579,0.5,1,0,0,0.0165293019512106
p2347,3,0.05,21.1333333333333,3,55,46,3,475,0.333333333333333,33,0.0526315783333333,1,1,1,1,0.048790164169432
p2348,1,0.0166666666666667,,2,16,14,2,75,0.00343275465,13,0.02631579,1,1,1,1,0.0165293019512106
p235,1,0.0166666666666667,,2,10,10,2,140.5,0.05808811,9,0.02631579,1,0,0,0,0.0165293019512106
p2350,1,0.0166666666666667,,2,11,10,2,139.5,0.2610904,10,0.02631579,1,1,1,1,0.0165293019512106
p2351,3,0.05,22.3833333333333,4,106,51,3,408.333333333333,0,34,0.0526315783333333,0.75,0,0,0,0.048790164169432
p2352,1,0.0166666666666667,,2,22,20,1,150,0,19,0.02631579,0.5,1,1,1,0.0165293019512106
p2353,1,0.0166666666666667,,2,17,15,1,150,0,7,0.02631579,0.5,1,1,1,0.0165293019512106
p2354,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,1,1,0,0.0165293019512106
p2355,0,0,,1,1,1,1,5,0.17090178,,,1,1,1,1,0
p2356,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,1,1,1,0.0165293019512106
p2357,2,0.0333333333333333,40.9833333333333,2,7,6,2,375,0.5,25.5,0.039473685,1,0,0,0,0.0327898228229909
p2358,3,0.05,18.3166666666667,4,90,42,3,475,0,29,0.0526315783333333,0.75,1,0,0,0.048790164169432
p2359,1,0.0166666666666667,,2,6,5,2,303.5,0.41517967,4.9225,0.02631579,1,0,0,0,0.0165293019512106
p2360,3,0.05,23.95,4,117,56,3,400,0,38,0.0526315783333333,0.75,1,0,0,0.048790164169432
p2361,2,0.0333333333333333,7.53333333333333,2,65,37,2,90,0.5,40,0.013157895,1,1,0,0,0.0327898228229909
p2362,1,0.0166666666666667,,2,16,14,1,150,0,14,0.02631579,0.5,0,0,0,0.0165293019512106
p2363,3,0.05,17.8916666666667,4,86,41,3,475,0,28.3333333333333,0.0526315783333333,0.75,1,0,0,0.048790164169432
p2365,3,0.05,19.6166666666667,4,100,47,3,441.666666666667,0,31.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p2366,1,0.0166666666666667,,2,21,13,1,150,0,13,0.02631579,0.5,1,1,1,0.0165293019512106
p2367,1,0.0166666666666667,,2,5,5,2,131,0.099681675,4.9225,0.02631579,1,0,0,0,0.0165293019512106
p2368,1,0.0166666666666667,,2,8,7,2,130.5,0.04537886,7,0.02631579,1,1,1,1,0.0165293019512106
p2369,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p237,3,0.05,19.6583333333333,4,97,46,3,475,0,32,0.0526315783333333,0.75,1,1,1,0.048790164169432
p2370,1,0.0166666666666667,,2,14,13,1,150,0,11,0.02631579,0.5,0,0,0,0.0165293019512106
p2371,0,0,,1,1,1,1,26,0.679949,,,1,0,0,0,0
p2372,1,0.0166666666666667,,2,8,7,2,146,0.29505645,6,0.02631579,1,1,1,1,0.0165293019512106
p2374,1,0.0166666666666667,,1,5,5,1,150,1,10,0.02631579,1,1,1,1,0.0165293019512106
p2376,1,0.0166666666666667,,2,50,29,1,60,0,27,0.02631579,0.5,1,1,1,0.0165293019512106
p2377,1,0.0166666666666667,,2,9,8,2,166,0.062004067,8,0.02631579,1,1,1,1,0.0165293019512106
p2378,3,0.05,22.8,4,129,57,3,290,0,40.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p2379,1,0.0166666666666667,,2,8,7,2,183.5,0.15961265,6,0.02631579,1,1,1,1,0.0165293019512106
p238,0,0,,1,0,0,1,30,0.71921974,,,1,0,0,0,0
p2380,1,0.0166666666666667,,2,18,13,1,150,0,13,0.02631579,0.5,1,1,0,0.0165293019512106
p2381,1,0.0166666666666667,,2,10,10,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p2382,1,0.0166666666666667,,2,12,11,2,129.5,0.2073496,10,0.02631579,1,0,0,0,0.0165293019512106
p2383,1,0.0166666666666667,,2,1,1,1,150,1,8,0.02631579,0.5,1,1,1,0.0165293019512106
p2384,1,0.0166666666666667,,2,8,8,1,60,0,7,0.02631579,0.5,0,0,0,0.0165293019512106
p2385,1,0.0166666666666667,,2,8,8,2,181.5,0.14552717,7,0.02631579,1,1,1,1,0.0165293019512106
p2386,3,0.05,24.375,4,116,55,3,475,0,37.6666666666667,0.0526315783333333,0.75,1,0,0,0.048790164169432
p2387,1,0.0166666666666667,,2,24,19,1,150,0,17,0.02631579,0.5,1,1,1,0.0165293019512106
p2388,1,0.0166666666666667,,2,15,13,1,60,0,12,0.02631579,0.5,1,1,1,0.0165293019512106
p2389,3,0.05,20.1,4,98,46,3,475,0,31.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p239,1,0.0166666666666667,,1,2,2,1,150,1,9,0.02631579,1,1,1,1,0.0165293019512106
p2390,1,0.0166666666666667,,2,12,10,3,153.333333333333,0.20492641,9,0.02631579,1.5,1,0,0,0.0165293019512106
p2392,3,0.05,15.4,4,74,35,3,475,0,24,0.0526315783333333,0.75,0,0,0,0.048790164169432
p2393,1,0.0166666666666667,,2,8,7,2,214,0.17018467,6,0.02631579,1,1,1,1,0.0165293019512106
p2394,3,0.05,20.275,5,151.280000000001,52,4,312,0,35,0.0526315783333333,0.8,1,1,1,0.048790164169432
p2395,1,0.0166666666666667,,2,10,9,2,207.5,0.259819715,8,0.02631579,1,1,1,1,0.0165293019512106
p2396,2,0.0333333333333333,33.75,3,46,38,3,289.666666666667,0.137644786666667,24,0.039473685,1,0,0,0,0.0327898228229909
p2397,1,0.0166666666666667,,2,27,26,1,15,,26,0,0.5,0,0,0,0.0165293019512106
p24,3,0.05,22.1333333333333,3,59,50,3,475,0.333333333333333,35.6666666666667,0.0526315783333333,1,1,1,0,0.048790164169432
p240,1,0.0166666666666667,,1,2,2,1,150,1,8,0.02631579,1,0,0,0,0.0165293019512106
p2400,1,0.0166666666666667,,2,10,9,2,257.5,0.24660684,8,0.02631579,1,1,1,1,0.0165293019512106
p2401,2,0.0333333333333333,42.5833333333333,2,7,7,2,285,0.5,27.5,0.039473685,1,1,1,1,0.0327898228229909
p2402,1,0.0166666666666667,,2,15,13,2,161.5,0.10902307,12,0.02631579,1,1,1,1,0.0165293019512106
p2403,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p2404,3,0.05,26.55,4,124,59,3,245,0,40.3333333333333,0.0526315783333333,0.75,0,0,0,0.048790164169432
p2405,1,0.0166666666666667,,2,12,11,2,239.5,0.40365547,10,0.02631579,1,1,1,1,0.0165293019512106
p2406,1,0.0166666666666667,,1,1,1,1,150,1,13,0.02631579,1,1,1,1,0.0165293019512106
p2407,1,0.0166666666666667,,2,15,11,2,150,0,10,0.02631579,1,0,0,0,0.0165293019512106
p2408,1,0.0166666666666667,,2,14,11,1,15,,10,0,0.5,1,1,1,0.0165293019512106
p2409,3,0.05,23.7,4,120,57,3,415,0,39,0.0526315783333333,0.75,0,0,0,0.048790164169432
p241,10,0.166666666666667,2.82037037037037,6,90,27,6,258.0002144,0.1,10,0.129561403322221,1,0,0,0,0.154150679827258
p2410,1,0.0166666666666667,,2,22,21,1,150,0,21,0.02631579,0.5,0,0,0,0.0165293019512106
p2411,2,0.0333333333333333,48.0333333333333,3,71,59,2,285,0,35,0.039473685,0.666666666666667,0,0,0,0.0327898228229909
p2412,1,0.0166666666666667,,2,7,6,1,150,0,6,0.02631579,0.5,0,0,0,0.0165293019512106
p2413,1,0.0166666666666667,,2,14,12,2,216,0.160140065,12,0.02631579,1,1,1,1,0.0165293019512106
p2414,1,0.0166666666666667,,2,63,41,2,151,0.00772387675,40,0.02631579,1,0,0,0,0.0165293019512106
p2415,1,0.0166666666666667,,1,2,2,1,150,1,7,0.02631579,1,0,0,0,0.0165293019512106
p2416,2,0.0333333333333333,50.6166666666667,4,88,59,3,304,0,33.5,0.039473685,0.75,0,0,0,0.0327898228229909
p2417,1,0.0166666666666667,,2,20,14,2,231.5,0.337720215,14,0.02631579,1,1,1,1,0.0165293019512106
p2418,3,0.05,23.6166666666667,3,60,52,3,475,0.333333333333333,37,0.0526315783333333,1,1,1,1,0.048790164169432
p2419,1,0.0166666666666667,,2,25,23,1,150,0,14,0.02631579,0.5,1,1,0,0.0165293019512106
p242,1,0.0166666666666667,,1,18,18,1,150,1,26,0.02631579,1,0,0,0,0.0165293019512106
p2420,1,0.0166666666666667,,2,29,18,1,150,0,18,0.02631579,0.5,1,1,0,0.0165293019512106
p2421,1,0.0166666666666667,,2,9,8,1,150,0,7,0.02631579,0.5,0,0,0,0.0165293019512106
p2422,2,0.0333333333333333,49.6833333333333,2,11,9,1,150,0,33,0.039473685,0.5,1,1,1,0.0327898228229909
p2423,2,0.0333333333333333,13.4666666666667,3,25,18,4,312.5,0.2538782125,13,0.039473685,1.33333333333333,1,1,1,0.0327898228229909
p2424,3,0.05,20.3083333333333,3,51,44,3,415,0.333333333333333,31.6666666666667,0.0526315783333333,1,1,1,1,0.048790164169432
p2425,1,0.0166666666666667,,2,10,9,2,170,0.13807963,8,0.02631579,1,1,1,1,0.0165293019512106
p2426,1,0.0166666666666667,,2,16,16,1,150,0,16,0.02631579,0.5,1,1,1,0.0165293019512106
p2427,2,0.0333333333333333,51.4333333333333,2,8,7,1,150,0,32.5,0.039473685,0.5,1,1,1,0.0327898228229909
p2428,1,0.0166666666666667,,2,15,12,1,150,0,12,0.02631579,0.5,1,1,0,0.0165293019512106
p2429,1,0.0166666666666667,,2,7,7,1,150,0,6,0.02631579,0.5,1,1,1,0.0165293019512106
p243,3,0.05,19.35,3,50,42,3,365,0.333333333333333,30.6666666666667,0.0526315783333333,1,0,0,0,0.048790164169432
p2430,1,0.0166666666666667,,1,2,2,1,150,1,6,0.02631579,1,0,0,0,0.0165293019512106
p2431,1,0.0166666666666667,,2,26,16,1,150,0,16,0.02631579,0.5,1,1,1,0.0165293019512106
p2432,1,0.0166666666666667,,2,6,6,2,175.5,0.0538223275,5,0.02631579,1,0,0,0,0.0165293019512106
p2433,0,0,,1,0,0,1,30,0.7033048,,,1,0,0,0,0
p2434,3,0.05,22.4,3,62,52,2,375,0,38,0.0526315783333333,0.666666666666667,1,0,0,0.048790164169432
p2435,2,0.0333333333333333,47.8833333333333,3,67,57,2,375,0,31,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p2436,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,1,0,0,0.0165293019512106
p2437,1,0.0166666666666667,,2,16,15,1,150,0,15,0.02631579,0.5,0,0,0,0.0165293019512106
p2438,1,0.0166666666666667,,2,6,5,1,150,0,5,0.02631579,0.5,1,1,1,0.0165293019512106
p2439,1,0.0166666666666667,,2,13,12,2,152,0.005634973,12,0.02631579,1,0,0,0,0.0165293019512106
p244,0,0,,1,1,1,1,11,0.28662345,,,1,1,1,1,0
p2440,1,0.0166666666666667,,2,16,14,1,150,0,13,0.02631579,0.5,1,1,1,0.0165293019512106
p2441,2,0.0333333333333333,38.8666666666667,2,9,7,2,375,0.5,26.5,0.039473685,1,1,1,1,0.0327898228229909
p2442,0,0,,1,2,2,1,30,0.8550034,,,1,1,0,0,0
p2443,2,0.0333333333333333,49.6,2,8,7,2,375,0.5,32,0.039473685,1,1,1,1,0.0327898228229909
p2444,2,0.0333333333333333,37.9666666666667,2,8,7,2,350,0.5,25,0.039473685,1,1,0,0,0.0327898228229909
p2445,1,0.0166666666666667,,2,17,16,1,150,0,15,0.02631579,0.5,1,1,1,0.0165293019512106
p2446,1,0.0166666666666667,,2,10,9,1,0,0,7,0.02631579,0.5,1,1,0,0.0165293019512106
p2447,1,0.0166666666666667,,2,14,12,1,150,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p2448,1,0.0166666666666667,,1,1,1,1,150,1,11,0.02631579,1,0,0,0,0.0165293019512106
p2449,1,0.0166666666666667,,1,2,2,1,150,1,8,0.02631579,1,1,1,0,0.0165293019512106
p245,0,0,,1,1,1,1,1,0.16264684,,,1,0,0,0,0
p2450,1,0.0166666666666667,,2,10,9,1,60,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p2451,1,0.0166666666666667,,2,6,5,1,150,0,4.9225,0.02631579,0.5,1,1,1,0.0165293019512106
p2452,1,0.0166666666666667,,1,1,1,1,150,1,9,0.02631579,1,0,0,0,0.0165293019512106
p2453,1,0.0166666666666667,,2,6,6,2,300.5,0.39785015,6,0.02631579,1,0,0,0,0.0165293019512106
p2454,3,0.05,20.3333333333333,3,50,43,3,441.666666666667,0.333333333333333,31,0.0526315783333333,1,1,1,1,0.048790164169432
p2455,3,0.05,21.2916666666667,4,112,51,3,475,0,36,0.0526315783333333,0.75,1,1,1,0.048790164169432
p2456,3,0.05,20.2583333333333,4,98,47,4,525,0.00446967925,31.6666666666667,0.0526315783333333,1,1,1,0,0.048790164169432
p2458,1,0.0166666666666667,,2,8,7,2,210.5,0.125945165,7,0.02631579,1,1,1,1,0.0165293019512106
p2459,2,0.0333333333333333,46.8,2,13,11,1,150,0,34.5,0.039473685,0.5,0,0,0,0.0327898228229909
p246,1,0.0166666666666667,,2,15,14,2,209.5,0.13875291,14,0.02631579,1,0,0,0,0.0165293019512106
p2460,2,0.0333333333333333,39.9333333333333,2,11,10,2,375,0.5,29,0.039473685,1,1,1,0,0.0327898228229909
p2461,1,0.0166666666666667,,2,8,7,2,236,0.33090168,6,0.02631579,1,1,1,1,0.0165293019512106
p2463,1,0.0166666666666667,,2,9,8,2,180,0.09136192,7,0.02631579,1,0,0,0,0.0165293019512106
p2464,3,0.05,25.4083333333333,3,67,57,2,292.5,0,41,0.0526315783333333,0.666666666666667,1,1,1,0.048790164169432
p2465,1,0.0166666666666667,,2,16,13,2,156,0.008467299,13,0.02631579,1,0,0,0,0.0165293019512106
p2466,1,0.0166666666666667,,2,9,8,1,150,0,8,0.02631579,0.5,1,0,0,0.0165293019512106
p2467,1,0.0166666666666667,,1,1,1,1,1235.0004,1,6,0.129561403322221,1,1,1,1,0.0165293019512106
p2468,1,0.0166666666666667,,2,8,8,2,158.5,0.0192591285,7,0.02631579,1,0,0,0,0.0165293019512106
p2469,2,0.0333333333333333,11.7333333333333,3,51,25,3,191,0.0687963366666667,22,0.039473685,1,0,0,0,0.0327898228229909
p247,1,0.0166666666666667,,2,8,7,1,150,0,7,0.02631579,0.5,1,1,1,0.0165293019512106
p2470,1,0.0166666666666667,,1,1,1,1,150,1,9,0.02631579,1,1,1,1,0.0165293019512106
p2472,1,0.0166666666666667,,1,1,1,0,,,9,0.02631579,0,0,0,0,0.0165293019512106
p2473,2,0.0333333333333333,48.6166666666667,3,65,56,2,375,0,31.5,0.039473685,0.666666666666667,1,1,0,0.0327898228229909
p2474,3,0.05,26.0333333333333,4,120,58,3,268.333333333333,0,38.3333333333333,0.0526315783333333,0.75,0,0,0,0.048790164169432
p2475,46,0.766666666666667,1.22777777777778,6,151.280000000001,59,6,8260.32948996292,0.0263157894736842,29.5434782608696,0.129561403322221,0.956521739130435,1,1,1,0.569094531889967
p2476,1,0.0166666666666667,,2,10,10,1,150,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p2477,1,0.0166666666666667,,2,13,11,1,150,0,11,0.02631579,0.5,0,0,0,0.0165293019512106
p2478,2,0.0333333333333333,41.9166666666667,2,8,7,2,285,0.5,27,0.039473685,1,0,0,0,0.0327898228229909
p2479,0,0,,1,1,1,1,31,0.6065567,,,1,0,0,0,0
p248,0,0,,1,2,2,1,0,0.012801165,,,1,0,0,0,0
p2480,1,0.0166666666666667,,2,8,8,2,108,0.0052063085,8,0.02631579,1,1,1,1,0.0165293019512106
p2481,0,0,,1,3,3,0,,,,,0,1,1,0,0
p2482,1,0.0166666666666667,,2,7,7,2,150,0.00059268445,6,0.02631579,1,1,1,1,0.0165293019512106
p2484,1,0.0166666666666667,,2,13,12,2,212.5,0.39611635,10,0.02631579,1,1,1,1,0.0165293019512106
p2485,1,0.0166666666666667,,2,17,16,2,272,0.3411503,15,0.02631579,1,0,0,0,0.0165293019512106
p2486,2,0.0333333333333333,46.7833333333333,2,12,9,2,375,0.5,32,0.039473685,1,0,0,0,0.0327898228229909
p2487,1,0.0166666666666667,,2,7,6,2,163.5,0.20989418,6,0.02631579,1,1,1,1,0.0165293019512106
p2488,3,0.05,25.975,3,65,57,2,375,0,40.6666666666667,0.0526315783333333,0.666666666666667,0,0,0,0.048790164169432
p2489,2,0.0333333333333333,48.9666666666667,2,15,13,1,10,0,35,0.039473685,0.5,0,0,0,0.0327898228229909
p249,1,0.0166666666666667,,2,13,10,1,35,0,9,0.02631579,0.5,0,0,0,0.0165293019512106
p2491,3,0.05,20.75,4,117,52,3,475,0,36.6666666666667,0.0526315783333333,0.75,1,1,0,0.048790164169432
p2492,5,0.0833333333333333,3.57083333333333,6,83,21,6,8260.32948996292,0.00145783144,16,0.068421052,1,0,0,0,0.0800427076735364
p2493,2,0.0333333333333333,41.7,2,7,6,2,375,0.5,26.5,0.039473685,1,1,0,0,0.0327898228229909
p2494,0,0,,1,1,1,1,21,0.57958966,,,1,0,0,0,0
p2495,1,0.0166666666666667,,2,11,10,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p2496,1,0.0166666666666667,,2,24,21,1,150,0,20,0.02631579,0.5,1,0,0,0.0165293019512106
p2497,1,0.0166666666666667,,2,11,9,2,249,0.310677825,8,0.02631579,1,1,1,1,0.0165293019512106
p2498,1,0.0166666666666667,,2,17,15,1,150,0,13,0.02631579,0.5,1,1,1,0.0165293019512106
p2499,0,0,,1,54,54,0,,,,,0,0,0,0,0
p25,1,0.0166666666666667,,2,4,4,2,255.5,0.29290425,4.9225,0.02631579,1,0,0,0,0.0165293019512106
p250,3,0.05,19.6416666666667,4,100,47,3,400,0,31.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p2500,1,0.0166666666666667,,2,9,8,2,237,0.27083175,8,0.02631579,1,1,1,1,0.0165293019512106
p2501,1,0.0166666666666667,,2,9,8,2,205,0.176495375,8,0.02631579,1,0,0,0,0.0165293019512106
p2502,1,0.0166666666666667,,1,5,5,1,150,1,11,0.02631579,1,1,1,1,0.0165293019512106
p2503,2,0.0333333333333333,39.95,2,7,6,2,375,0.5,26,0.039473685,1,1,1,0,0.0327898228229909
p2504,1,0.0166666666666667,,2,13,11,1,150,0,11,0.02631579,0.5,0,0,0,0.0165293019512106
p2505,1,0.0166666666666667,,2,10,8,2,188.5,0.1443793,7,0.02631579,1,1,1,0,0.0165293019512106
p2506,1,0.0166666666666667,,2,14,13,2,172,0.1698511,12,0.02631579,1,1,1,1,0.0165293019512106
p2507,0,0,,1,1,1,1,5.75,0.77131724,,,1,0,0,0,0
p2508,2,0.0333333333333333,48.7666666666667,2,12,10,1,365,1,33.5,0.039473685,0.5,1,1,1,0.0327898228229909
p2509,2,0.0333333333333333,48.9833333333333,2,7,6,2,375,0.5,30.5,0.039473685,1,0,0,0,0.0327898228229909
p251,46,0.766666666666667,1.22407407407407,6,151.280000000001,58,6,8260.32948996292,0.0263157894736842,29.6086956521739,0.129561403322221,0.978260869565217,1,1,1,0.569094531889967
p2510,4,0.0666666666666667,17.95,5,130,59,4,662.5,0,32,0.06578947375,0.8,1,1,0,0.0645385211375712
p2513,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,0,0,0,0.0165293019512106
p2514,3,0.05,24.1333333333333,4,126,58,3,475,0,41.3333333333333,0.0526315783333333,0.75,0,0,0,0.048790164169432
p2515,1,0.0166666666666667,,2,20,17,1,150,0,16,0.02631579,0.5,1,1,1,0.0165293019512106
p2516,2,0.0333333333333333,46.8666666666667,3,62,55,2,277.5,0,30.5,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p2517,1,0.0166666666666667,,1,1,1,1,150,1,9,0.02631579,1,0,0,0,0.0165293019512106
p2518,1,0.0166666666666667,,2,10,9,2,163.5,0.05289175,9,0.02631579,1,1,1,1,0.0165293019512106
p2519,3,0.05,23.5333333333333,4,113,54,3,415,0,37.6666666666667,0.0526315783333333,0.75,1,1,1,0.048790164169432
p252,1,0.0166666666666667,,2,1,1,2,155,0.51109054,9,0.02631579,1,1,1,1,0.0165293019512106
p2520,2,0.0333333333333333,14.4166666666667,3,56,31,2,157.5,,23.5,0.02631579,0.666666666666667,1,1,1,0.0327898228229909
p2521,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,0,0,0,0.0165293019512106
p2523,1,0.0166666666666667,,1,5,5,1,150,1,13,0.02631579,1,1,1,1,0.0165293019512106
p2525,4,0.0666666666666667,15.3888888888889,5,151.280000000001,52,4,528.125,0,37.75,0.059210525,0.8,1,0,0,0.0645385211375712
p2526,1,0.0166666666666667,,2,37,21,2,180,0.041098658,21,0.02631579,1,1,1,1,0.0165293019512106
p2527,3,0.05,22.6,4,110,53,4,501.75,0.0209715325,35.3333333333333,0.0526315783333333,1,0,0,0,0.048790164169432
p2528,1,0.0166666666666667,,2,6,6,2,280.5,0.3629959,6,0.02631579,1,1,1,0,0.0165293019512106
p2529,1,0.0166666666666667,,1,2,2,1,150,1,7,0.02631579,1,1,1,1,0.0165293019512106
p2530,2,0.0333333333333333,43.5833333333333,2,10,9,2,375,0.5,30,0.039473685,1,0,0,0,0.0327898228229909
p2531,0,0,,2,6,4,2,13.25,0.88886476,,,1,0,0,0,0
p2534,1,0.0166666666666667,,2,12,10,2,45.25,0.12002646,9,0,1,1,1,1,0.0165293019512106
p2535,1,0.0166666666666667,,2,12,10,2,258.5,0.36722857,9,0.02631579,1,1,1,1,0.0165293019512106
p2536,1,0.0166666666666667,,2,12,11,2,121.5,0.070458345,10,0.02631579,1,1,1,0,0.0165293019512106
p2537,1,0.0166666666666667,,2,13,11,2,226,0.2288205,10,0.02631579,1,1,1,1,0.0165293019512106
p2538,2,0.0333333333333333,43.45,3,59,51,2,375,0,28.5,0.039473685,0.666666666666667,1,0,0,0.0327898228229909
p2539,1,0.0166666666666667,,2,85,53,1,150,0,41.3333333333333,0.02631579,0.5,1,1,1,0.0165293019512106
p254,1,0.0166666666666667,,2,10,9,2,154,0.061077765,9,0.02631579,1,0,0,0,0.0165293019512106
p2540,3,0.05,19.6083333333333,4,97,46,3,385,0,31.3333333333333,0.0526315783333333,0.75,1,1,1,0.048790164169432
p2541,2,0.0333333333333333,50.8166666666667,3,67,59,2,342.5,0,32.5,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p2542,1,0.0166666666666667,,2,10,9,1,150,0,8,0.02631579,0.5,0,0,0,0.0165293019512106
p2544,1,0.0166666666666667,,2,16,13,2,215.5,0.09759712,13,0.02631579,1,0,0,0,0.0165293019512106
p2545,1,0.0166666666666667,,2,11,10,1,60,0,8,0.02631579,0.5,1,1,1,0.0165293019512106
p2547,1,0.0166666666666667,,2,22,19,2,218,0.20102245,18,0.02631579,1,1,0,0,0.0165293019512106
p2549,1,0.0166666666666667,,2,6,5,2,165.5,0.019269008,4.9225,0.02631579,1,0,0,0,0.0165293019512106
p255,1,0.0166666666666667,,2,25,19,1,150,0,18,0.02631579,0.5,1,1,0,0.0165293019512106
p2551,1,0.0166666666666667,,2,27,24,1,150,0,20,0.02631579,0.5,1,1,1,0.0165293019512106
p2552,1,0.0166666666666667,,2,18,16,1,150,0,16,0.02631579,0.5,1,1,1,0.0165293019512106
p2553,1,0.0166666666666667,,2,16,14,1,150,0,14,0.02631579,0.5,0,0,0,0.0165293019512106
p2554,2,0.0333333333333333,50.55,2,6,6,2,285,0.5,31,0.039473685,1,0,0,0,0.0327898228229909
p2555,2,0.0333333333333333,31.65,2,6,5,2,187.5,0.5,20.5,0.039473685,1,0,0,0,0.0327898228229909
p2556,1,0.0166666666666667,,2,27,25,1,150,0,23,0.02631579,0.5,1,1,1,0.0165293019512106
p2557,2,0.0333333333333333,41.1166666666667,3,60,50,2,375,0,28.5,0.039473685,0.666666666666667,0,0,0,0.0327898228229909
p2558,2,0.0333333333333333,41.6666666666667,3,57,49,2,292.5,0,27.5,0.039473685,0.666666666666667,1,1,1,0.0327898228229909
p2559,1,0.0166666666666667,,1,3,3,0,,,13,0.02631579,0,0,0,0,0.0165293019512106
p256,1,0.0166666666666667,,2,21,18,2,211.5,0.149530215,17,0.02631579,1,1,1,1,0.0165293019512106
p2560,1,0.0166666666666667,,2,12,9,1,150,0,9,0.02631579,0.5,1,1,1,0.0165293019512106
p2561,1,0.0166666666666667,,2,44,31,1,150,0,29,0.02631579,0.5,0,0,0,0.0165293019512106
p2562,1,0.0166666666666667,,2,23,16,1,60,0,15,0.02631579,0.5,0,0,0,0.0165293019512106
p2564,1,0.0166666666666667,,1,1,1,1,150,1,7,0.02631579,1,1,0,0,0.0165293019512106
p2565,0,0,,1,2,2,0,,,,,0,0,0,0,0
p2566,1,0.0166666666666667,,2,14,11,1,150,0,11,0.02631579,0.5,1,1,1,0.0165293019512106
p2567,1,0.0166666666666667,,2,5,5,2,184,0.084339125,5,0.02631579,1,0,0,0,0.0165293019512106
p2568,1,0.0166666666666667,,2,15,11,2,313.5,0.40554705,9,0.02631579,1,0,0,0,0.0165293019512106
p2569,1,0.0166666666666667,,2,8,8,2,190.5,0.121506935,8,0.02631579,1,1,1,1,0.0165293019512106
